image_name,resnet18,resnet50,resnet101
1.JPEG,0.5624253749847412,0.0077300709672272205,0.007892796769738197
2.JPEG,0.6790122389793396,0.007284262217581272,1.5796128511428833
3.JPEG,0.583731472492218,0.002843986265361309,0.01313712541013956
4.JPEG,0.6164023280143738,0.002880699001252651,0.00560587365180254
5.JPEG,0.6075390577316284,0.005406245589256287,0.004553189966827631
6.JPEG,0.5195371508598328,0.005832034163177013,0.008228544145822525
7.JPEG,0.3738158345222473,0.006743784062564373,0.008123630657792091
8.JPEG,0.6515515446662903,0.0095549076795578,0.00877740141004324
9.JPEG,0.7645436525344849,0.006230216007679701,0.0034242291003465652
10.JPEG,0.4240419268608093,0.004173028748482466,0.027396276593208313
11.JPEG,0.782046377658844,0.0057502323761582375,0.007744370494037867
12.JPEG,0.5419461131095886,0.009717369452118874,0.009343771263957024
13.JPEG,0.8980391025543213,0.005160806700587273,23.54042625427246
14.JPEG,0.8687669038772583,0.012807297520339489,0.22449813783168793
15.JPEG,1.2011772394180298,0.009652762673795223,0.013973100110888481
16.JPEG,0.9272433519363403,43.078765869140625,273213.15625
17.JPEG,0.4712027311325073,0.03912482410669327,963.2401123046875
18.JPEG,0.7140875458717346,25.365360260009766,211033.265625
19.JPEG,0.6962446570396423,0.004659601021558046,0.013996046036481857
20.JPEG,0.9750016331672668,0.01288985088467598,0.08415643870830536
21.JPEG,0.36683157086372375,0.004446686711162329,0.004552619531750679
22.JPEG,0.6763498187065125,0.002743985503911972,0.006101483479142189
23.JPEG,0.6010238528251648,0.004880279302597046,11.48837947845459
24.JPEG,0.67754727602005,0.0059333546087145805,0.005719814915210009
25.JPEG,0.5321982502937317,0.013274170458316803,0.007105651311576366
26.JPEG,0.7087077498435974,0.044873256236314774,1498.1173095703125
27.JPEG,0.9679958820343018,0.002710985718294978,0.0029774215072393417
28.JPEG,0.5707478523254395,0.006809359882026911,0.006805055774748325
29.JPEG,0.5636110305786133,0.0036386349238455296,0.06017886474728584
30.JPEG,0.6838642954826355,0.0032896464690566063,0.006726690102368593
31.JPEG,0.6072465181350708,0.002861184533685446,0.0073330397717654705
32.JPEG,0.9232913255691528,0.011399641633033752,151.53836059570312
33.JPEG,0.5229167938232422,0.036021605134010315,8478.919921875
