image_name,resnet18,resnet50,resnet101
187.JPEG,171.562255859375,723.2114868164062,722.5615844726562
188.JPEG,164.5076141357422,664.1983642578125,693.506591796875
189.JPEG,165.05751037597656,699.5810546875,689.435791015625
190.JPEG,183.0565948486328,715.3844604492188,728.0386962890625
191.JPEG,167.76394653320312,752.6652221679688,729.5048217773438
192.JPEG,172.16961669921875,688.6812133789062,724.536865234375
193.JPEG,168.38815307617188,761.8566284179688,751.3231201171875
194.JPEG,176.54586791992188,700.3551025390625,708.2388305664062
195.JPEG,178.4387969970703,720.3036499023438,728.6734008789062
196.JPEG,178.05128479003906,656.60107421875,720.9337158203125
197.JPEG,154.55038452148438,764.1175537109375,693.3157958984375
198.JPEG,162.38796997070312,738.2978515625,666.7794799804688
199.JPEG,192.02584838867188,741.389404296875,744.0333251953125
200.JPEG,177.10714721679688,685.8590698242188,642.1182861328125
