image_name,densenet121,densenet169,densenet201
185.JPEG,0.31439536809921265,0.14713868498802185,0.11172468215227127
186.JPEG,0.30052584409713745,0.13589943945407867,0.09962298721075058
187.JPEG,0.2340869903564453,0.16736896336078644,0.14639832079410553
188.JPEG,0.17956547439098358,0.16361106932163239,0.06809505820274353
189.JPEG,0.22837267816066742,0.1205107718706131,0.14859768748283386
190.JPEG,0.21457763016223907,0.16588735580444336,0.0627841129899025
191.JPEG,0.2145283818244934,0.16520699858665466,0.08170463144779205
192.JPEG,0.21625028550624847,0.21635320782661438,0.14876897633075714
193.JPEG,0.18400031328201294,0.17616213858127594,0.07242362946271896
194.JPEG,0.3232335150241852,0.18761037290096283,0.12054316699504852
195.JPEG,0.17041505873203278,0.0937938243150711,0.14611928164958954
196.JPEG,0.2027624100446701,0.13244830071926117,0.14065603911876678
197.JPEG,0.2054465413093567,0.13003160059452057,0.07547291368246078
198.JPEG,0.1867493838071823,0.11829961091279984,0.053180646151304245
199.JPEG,0.17301714420318604,0.13102388381958008,0.1072104424238205
200.JPEG,0.2312471717596054,0.13000372052192688,0.10315538942813873
